id,code,display_line_1,display_line_2,display_line_3,REGIMEN_CODE_HX
O|*3A,*3A,รับประทานครั้งละ  ซีซี,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|*3A1,*3A1,รับประทานครั้งละ  ซีซี,ก่อนอาหาร 1 ชั่วโมง เช้า กลางวัน เย็น,-,O
O|*3A1/2,*3A1/2,รับประทานครั้งละ  ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|*3P,*3P,รับประทานครั้งละ  ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|*4P,*4P,รับประทานครั้งละ  ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|*H,*H,รับประทานครั้งละ  ซีซี,ก่อนนอน,-,O
O|*Q12,*Q12,รับประทานครั้งละ  ซีซี,ทุก 12 ชั่วโมง,-,O
O|*Q12,*Q12,ละลายยา  ซีซี,ทุก 12 ชั่วโมง,-,OT
O|*Q6,*Q6,รับประทานครั้งละ  ซีซี,ทุก 6 ชั่วโมง,-,O
O|*Q8,*Q8,รับประทานครั้งละ  ซีซี,ทุก 8 ชั่วโมง,-,O
O|*Q8,*Q8,ละลายยา  ซีซี,ทุก 8 ชั่วโมง,-,OT
O|0.1*2PBH,0.1*2PBH,รับประทานครั้งละ 0.1 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|0.2*1P,0.2*1P,รับประทานครั้งละ 0.2 ซีซี,หลังอาหาร เช้า,-,O
O|0.2*2P,0.2*2P,รับประทานครั้งละ 0.2 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|0.25*1H,0.25*1H,รับประทานครั้งละ 0.25 ซีซี,ก่อนนอน,-,O
O|0.25*1P,0.25*1P,รับประทานครั้งละ 0.25 ซีซี,หลังอาหาร เช้า,-,O
O|0.25*1PD,0.25*1PD,รับประทานครั้งละ 0.25 ซีซี,หลังอาหาร เย็น,-,O
O|0.25*2P,0.25*2P,รับประทานครั้งละ 0.25 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|0.25*2PBH,0.25*2PBH,รับประทานครั้งละ 0.25 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|0.25*H,0.25*H,รับประทานครั้งละ 0.25 ซีซี,ก่อนนอน,-,O
O|0.3*1P,0.3*1P,รับประทานครั้งละ 0.3 ซีซี,หลังอาหาร เช้า,-,O
O|0.3*1PD,0.3*1PD,รับประทานครั้งละ 0.3 ซีซี,หลังอาหาร เย็น,-,O
O|0.3*2P,0.3*2P,รับประทานครั้งละ 0.3 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|0.3*3P,0.3*3P,รับประทานครั้งละ 0.3 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|0.3*Q4,0.3*Q4,รับประทานครั้งละ 0.3 ซีซี,ทุก 4 ชั่วโมง,-,O
O|0.3*Q6,0.3*Q6,รับประทานครั้งละ 0.3 ซีซี,ทุก 6 ชั่วโมง,-,O
O|0.4*1P,0.4*1P,รับประทานครั้งละ 0.4 ซีซี,หลังอาหาร เช้า,-,O
O|0.5*1A,0.5*1A,รับประทานครั้งละ 0.5 ซีซี,ก่อนอาหาร เช้า,-,O
O|0.5*1H,0.5*1H,รับประทานครั้งละ 0.5 ซีซี,ก่อนนอน,-,O
O|0.5*1P,0.5*1P,รับประทานครั้งละ 0.5 ซีซี,หลังอาหาร เช้า,-,O
O|0.5*2P,0.5*2P,รับประทานครั้งละ 0.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|0.5*2PBH,0.5*2PBH,รับประทานครั้งละ 0.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|0.5*3A,0.5*3A,รับประทานครั้งละ 0.5 ซีซี,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|0.5*3P,0.5*3P,รับประทานครั้งละ 0.5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|0.5*H,0.5*H,รับประทานครั้งละ 0.5 ซีซี,ก่อนนอน,-,O
O|0.5*Q12,0.5*Q12,รับประทานครั้งละ 0.5 ซีซี,ทุก 12 ชั่วโมง,-,O
O|0.6*1P,0.6*1P,รับประทานครั้งละ 0.6 ซีซี,หลังอาหาร เช้า,-,O
O|0.6*2P,0.6*2P,รับประทานครั้งละ 0.6 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|0.6*3P,0.6*3P,รับประทานครั้งละ 0.6 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|0.6*4P,0.6*4P,รับประทานครั้งละ 0.6 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|0.6*Q12,0.6*Q12,รับประทานครั้งละ 0.6 มิลลิกรัม,ทุก 12 ชั่วโมง,-,O
O|0.6*Q8,0.6*Q8,รับประทานครั้งละ 0.6 มิลลิกรัม,ทุก 8 ชั่วโมง,-,O
O|0.65*Q12,0.65*Q12,รับประทานครั้งละ 0.65 ซีซี,ทุก 12 ชั่วโมง,-,O
O|0.7*1,0.7*1,รับประทานครั้งละ 0.7 ซีซี,วันละ 1 ครั้ง,-,O
O|0.7*1A,0.7*1A,รับประทานครั้งละ 0.7 ซีซี,ก่อนอาหาร เช้า,-,O
O|0.7*1AD,0.7*1AD,รับประทานครั้งละ 0.7 ซีซี,ก่อนอาหาร เย็น,-,O
O|0.7*1P,0.7*1P,รับประทานครั้งละ 0.7 ซีซี,หลังอาหาร เช้า,-,O
O|0.7*1PAD,0.7*1PAD,รับประทานครั้งละ 0.7 มิลลิลิตร,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|0.8*1P,0.8*1P,รับประทานครั้งละ 0.8 ซีซี,หลังอาหาร เช้า,-,O
O|0.8*2P,0.8*2P,รับประทานครั้งละ 0.8 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|0.9*1P,0.9*1P,รับประทานครั้งละ 0.9 ซีซี,หลังอาหาร เช้า,-,O
O|0.9*3P,0.9*3P,ละลายยา 0.9 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,OT
O|1.2*1H,1.2*1H,ละลายยา 1.2 ซีซี,ก่อนนอน,-,OT
O|1.2*1P,1.2*1P,รับประทานครั้งละ 1.2 ซีซี,หลังอาหาร เช้า,-,O
O|1.2*1P,1.2*1P,ละลายยา 1.2 ซีซี,หลังอาหาร เช้า,-,OT
O|1.2*2P,1.2*2P,รับประทานครั้งละ 1.2 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1.2*2P,1.2*2P,ละลายยา 1.2 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,OT
O|1.2*3P,1.2*3P,รับประทานครั้งละ 1.2 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1.2*H,1.2*H,รับประทานครั้งละ 1.2 ซีซี,ก่อนนอน,-,O
O|1.25*2P,1.25*2P,รับประทานครั้งละ 1.25 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1.25*3P,1.25*3P,รับประทานครั้งละ 1.25 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1.3*3P,1.3*3P,รับประทานครั้งละ 1.3 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1.3*4P,1.3*4P,รับประทานครั้งละ 1.3 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1.3*Q12,1.3*Q12,รับประทานครั้งละ 1.3 ซีซี,ทุก 12 ชั่วโมง,-,O
O|1.3*Q12,1.3*Q12,ละลายยา 1.3 ซีซี,ทุก 12 ชั่วโมง,-,OT
O|1.4*2P,1.4*2P,รับประทานครั้งละ 1.4 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1.5*1H,1.5*1H,รับประทานครั้งละ 1.5 ซีซี,ก่อนนอน,-,O
O|1.5*1H,1.5*1H,ละลายยา 1.5 ซีซี,ก่อนนอน,-,OT
O|1.5*1P,1.5*1P,รับประทานครั้งละ 1.5 ซีซี,หลังอาหาร เช้า,-,O
O|1.5*1P,1.5*1P,ละลายยา 1.5 ซีซี,หลังอาหาร เช้า,-,OT
O|1.5*2P,1.5*2P,รับประทานครั้งละ 1.5 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1.5*3A1/2,1.5*3A1/2,รับประทานครั้งละ 1.5 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|1.5*3P,1.5*3P,รับประทานครั้งละ 1.5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1.5*3P,1.5*3P,ละลายยา 1.5 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,OT
O|1.5*4P,1.5*4P,รับประทานครั้งละ 1.5 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1.7*1H,1.7*1H,ละลายยา 1.7 ซีซี,ก่อนนอน,-,OT
O|1.7*1P,1.7*1P,รับประทานครั้งละ 1.7 ซีซี,หลังอาหาร เช้า,-,O
O|1.7*2P,1.7*2P,รับประทานครั้งละ 1.7 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1.75*3P,1.75*3P,รับประทานครั้งละ 1.75 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1.8*3P,1.8*3P,รับประทานครั้งละ 1.8 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1*1,1*1,รับประทานครั้งละ 1 ,วันละ 1 ครั้ง,-,O
O|1*1,1*1,รับประทานครั้งละ 1 ช้อนชา,วันละ 1 ครั้ง,-,O
O|1*1,1*1,รับประทานครั้งละ 1 เม็ด,วันละ 1 ครั้ง,-,O
O|1*1/W,1*1/W,รับประทานครั้งละ 1 เม็ด,สัปดาห์ละ 1 ครั้ง,-,O
O|1*1A,1*1A,รับประทานครั้งละ 1 ,ก่อนอาหาร เช้า,-,O
O|1*1A,1*1A,รับประทานครั้งละ 1 ซีซี,ก่อนอาหาร เช้า,-,O
O|1*1A,1*1A,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร เช้า,-,O
O|1*1A1/2,1*1A1/2,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,O
O|1*1A1/2,1*1A1/2,ละลายยา 1 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า,-,OT
O|1*1C,1*1C,รับประทานครั้งละ 1 เม็ด,พร้อมอาหาร เช้า,-,O
O|1*1H,1*1H,รับประทานครั้งละ 1 ,ก่อนนอน,-,O
O|1*1H,1*1H,รับประทานครั้งละ 1 ช้อนชา,ก่อนนอน,-,O
O|1*1H,1*1H,รับประทานครั้งละ 1 ซอง,ก่อนนอน,-,O
O|1*1H,1*1H,รับประทานครั้งละ 1 ซีซี,ก่อนนอน,-,O
O|1*1H,1*1H,รับประทานครั้งละ 1 เม็ด,ก่อนนอน,-,O
O|1*1HAD,1*1HAD,รับประทานครั้งละ 1 เม็ด,ก่อนนอน (วัน เว้น วัน),-,O
O|1*1HS,1*1HS,รับประทานครั้งละ 1 เม็ด,วันละ 1 ครั้ง ก่อนนอน,-,O
O|1*1M,1*1M,รับประทานครั้งละ 1 เม็ด,วันละ 1 ครั้งพร้อมอาหารเช้า,-,O
O|1*1P,1*1P,รับประทานครั้งละ 1 ,หลังอาหาร เช้า,-,O
O|1*1P,1*1P,รับประทานครั้งละ 1 ช้อนชา,หลังอาหาร เช้า,-,O
O|1*1P,1*1P,รับประทานครั้งละ 1 ซอง,หลังอาหาร เช้า,-,O
O|1*1P,1*1P,รับประทานครั้งละ 1 ซีซี,หลังอาหาร เช้า,-,O
O|1*1P,1*1P,รับประทานครั้งละ 1 เม็ด,หลังอาหาร เช้า,-,O
O|1*1P,1*1P,ละลายยา 1 ซีซี,หลังอาหาร เช้า,-,OT
O|1*1PAD,1*1PAD,รับประทานครั้งละ 1 ,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|1*1PAD,1*1PAD,รับประทานครั้งละ 1 เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|1*1PC,1*1PC,รับประทานครั้งละ 1 ซีซี,วันละ 1 ครั้ง หลังอาหารเช้า,-,O
O|1*1PD,1*1PD,รับประทานครั้งละ 1 ,หลังอาหาร เย็น,-,O
O|1*1PD,1*1PD,รับประทานครั้งละ 1 เม็ด,หลังอาหาร เย็น,-,O
O|1*1PDAD,1*1PDAD,รับประทานครั้งละ 1 ช้อนชา,หลังอาหารเย็น (วัน เว้น วัน),-,O
O|1*1PDAD,1*1PDAD,รับประทานครั้งละ 1 เม็ด,หลังอาหารเย็น (วัน เว้น วัน),-,O
O|1*1PL,1*1PL,รับประทานครั้งละ 1 เม็ด,หลังอาหาร กลางวัน,-,O
O|1*1T,1*1T,รับประทานครั้งละ 1 ,วันละ 1 ครั้ง เวลา _______ น.,-,O
O|1*1T,1*1T,รับประทานครั้งละ 1 เม็ด,วันละ 1 ครั้ง เวลา _______ น.,-,O
O|1*1T,1*1T,เคี้ยวแล้วกลืน 1 เม็ด,วันละ 1 ครั้ง เวลา _______ น.,-,CH
O|1*1W,1*1W,รับประทานครั้งละ 1 เม็ด,สัปดาห์ละ 1 ครั้ง,-,O
O|1*2,1*2,รับประทานครั้งละ 1 ช้อนชา,วันละ 2 ครั้ง,-,O
O|1*2A,1*2A,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,O
O|1*2A,1*2A,ละลายยา 1 เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,OT
O|1*2A1/2,1*2A1/2,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า  เย็น,-,O
O|1*2A15,1*2A15,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร 15 นาที เช้า เย็น,-,O
O|1*2ABH,1*2ABH,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า ก่อนนอน,-,O
O|1*2C,1*2C,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง พร้อมอาหาร เช้า เย็น,-,O
O|1*2P,1*2P,รับประทานครั้งละ 1 ,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1*2P,1*2P,รับประทานครั้งละ 1 ช้อนชา,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1*2P,1*2P,รับประทานครั้งละ 1 ซอง,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1*2P,1*2P,รับประทานครั้งละ 1 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1*2P,1*2P,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1*2PBH,1*2PBH,รับประทานครั้งละ 1 ช้อนชา,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|1*2PBH,1*2PBH,รับประทานครั้งละ 1 ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|1*2PBH,1*2PBH,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|1*2PBL,1*2PBL,รับประทานครั้งละ 1 ,วันละ 2 ครั้ง หลังอาหาร เช้า กลางวัน,-,O
O|1*2PBL,1*2PBL,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า กลางวัน,-,O
O|1*2PLD,1*2PLD,รับประทานครั้งละ 1 เม็ด,วันละ 2 ครั้ง หลังอาหาร กลางวัน เย็น,-,O
O|1*3A,1*3A,รับประทานครั้งละ 1 เม็ด,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|1*3A1/2,1*3A1/2,รับประทานครั้งละ 1 ช้อนชา,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|1*3A1/2,1*3A1/2,รับประทานครั้งละ 1 ซีซี,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|1*3A1/2,1*3A1/2,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|1*3P,1*3P,รับประทานครั้งละ 1 ,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1*3P,1*3P,รับประทานครั้งละ 1 ช้อนชา,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1*3P,1*3P,รับประทานครั้งละ 1 ซอง,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1*3P,1*3P,รับประทานครั้งละ 1 ซีซี,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1*3P,1*3P,รับประทานครั้งละ 1 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1*3P1,1*3P1,รับประทานครั้งละ 1 ช้อนชา,หลังอาหาร 1ชม.เช้า กลางวัน เย็น,-,O
O|1*3PBDH,1*3PBDH,รับประทานครั้งละ 1 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า เย็น ก่อนนอน,-,O
O|1*3PBLH,1*3PBLH,รับประทานครั้งละ 1 ช้อนชา,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน ก่อนนอน,-,O
O|1*3PBLH,1*3PBLH,รับประทานครั้งละ 1 เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน ก่อนนอน,-,O
O|1*4A,1*4A,รับประทานครั้งละ 1 เม็ด,วันละ 4 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1*4A1/2,1*4A1/2,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,ก่อนนอน,O
O|1*4P,1*4P,รับประทานครั้งละ 1 ช้อนชา,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1*4P,1*4P,รับประทานครั้งละ 1 ซีซี,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1*4P,1*4P,รับประทานครั้งละ 1 เม็ด,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1*4P1,1*4P1,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร 1ชม.เช้า กลางวัน เย็น,ก่อนนอน,O
O|1*B,1*B, 1 ,วันละ 1 ครั้ง เช้า,-,-
O|1*DOC,1*DOC,รับประทานครั้งละ 1 เม็ด,ตามแพทย์สั่ง,-,O
O|1*H,1*H,รับประทานครั้งละ 1 ,ก่อนนอน,-,O
O|1*H,1*H,รับประทานครั้งละ 1 ช้อนชา,ก่อนนอน,-,O
O|1*H,1*H,รับประทานครั้งละ 1 ซีซี,ก่อนนอน,-,O
O|1*H,1*H,รับประทานครั้งละ 1 เม็ด,ก่อนนอน,-,O
O|1*H,1*H,ละลายยา 1 ซีซี,ก่อนนอน,-,OT
O|1*HS,1*HS,รับประทานครั้งละ 1 ,ก่อนนอน,-,O
O|1*HS,1*HS,รับประทานครั้งละ 1 ช้อนชา,ก่อนนอน,-,O
O|1*HS,1*HS,รับประทานครั้งละ 1 เม็ด,ก่อนนอน,-,O
O|1*OD,1*OD,รับประทานครั้งละ 1 ,วันละ 1 ครั้ง,-,O
O|1*PRN,1*PRN,รับประทานครั้งละ 1 เม็ด,-,-,O
O|1*Q12,1*Q12,รับประทานครั้งละ 1 เม็ด,ทุก 12 ชั่วโมง,-,O
O|1*Q1W,1*Q1W,รับประทานครั้งละ 1 เม็ด,ทุก 1 สัปดาห์,-,O
O|1*Q24,1*Q24,รับประทานครั้งละ 1 เม็ด,ทุก 24 ชั่วโมง,-,O
O|1*Q2W,1*Q2W,รับประทานครั้งละ 1 เม็ด,ทุก 2 สัปดาห์,-,O
O|1*Q6,1*Q6,รับประทานครั้งละ 1 ,ทุก 6 ชั่วโมง,-,O
O|1*Q6,1*Q6,รับประทานครั้งละ 1 เม็ด,ทุก 6 ชั่วโมง,-,O
O|1*Q8,1*Q8,รับประทานครั้งละ 1 ,ทุก 8 ชั่วโมง,-,O
O|1*Q8,1*Q8,รับประทานครั้งละ 1 ช้อนชา,ทุก 8 ชั่วโมง,-,O
O|1*Q8,1*Q8,รับประทานครั้งละ 1 เม็ด,ทุก 8 ชั่วโมง,-,O
O|1*Q8,1*Q8,ละลายยา 1 ซีซี,ทุก 8 ชั่วโมง,-,OT
O|1/2-1*1H,1/2-1*1H,รับประทานครั้งละ ครึ่ง ถึง หนึ่ง เม็ด,ก่อนนอน,-,O
O|1/2-1*H,1/2-1*H,รับประทานครั้งละ ครึ่ง ถึง หนึ่ง เม็ด,ก่อนนอน,-,O
O|1/2*1,1/2*1,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 1 ครั้ง,-,O
O|1/2*1A,1/2*1A,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนอาหาร เช้า,-,O
O|1/2*1A1/2,1/2*1A1/2,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,O
O|1/2*1AD,1/2*1AD,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนอาหาร เย็น,-,O
O|1/2*1C,1/2*1C,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,พร้อมอาหาร เช้า,-,O
O|1/2*1H,1/2*1H,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,ก่อนนอน,-,O
O|1/2*1H,1/2*1H,รับประทานครั้งละ 1/2 (ครึ่ง) ซอง,ก่อนนอน,-,O
O|1/2*1H,1/2*1H,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนนอน,-,O
O|1/2*1HAD,1/2*1HAD,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนนอน (วัน เว้น วัน),-,O
O|1/2*1P,1/2*1P,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,หลังอาหาร เช้า,-,O
O|1/2*1P,1/2*1P,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,หลังอาหาร เช้า,-,O
O|1/2*1PAD,1/2*1PAD,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,หลังอาหารเช้า (วัน เว้น วัน),-,O
O|1/2*1PD,1/2*1PD,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,หลังอาหาร เย็น,-,O
O|1/2*1T,1/2*1T,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 1 ครั้ง เวลา _______ น.,-,O
O|1/2*2,1/2*2,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 2 ครั้ง,-,O
O|1/2*2A,1/2*2A,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,O
O|1/2*2P,1/2*2P,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1/2*2P,1/2*2P,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
O|1/2*2PBH,1/2*2PBH,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า ก่อนนอน,-,O
O|1/2*2PBL,1/2*2PBL,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า กลางวัน,-,O
O|1/2*2PT,1/2*2PT,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น ทันที,-,O
O|1/2*3A,1/2*3A,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|1/2*3A,1/2*3A,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,O
O|1/2*3A1/2,1/2*3A1/2,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนอาหาร ครึ่งชม.เช้า กลางวัน เย็น,-,O
O|1/2*3P,1/2*3P,รับประทานครั้งละ 1/2 (ครึ่ง) ,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1/2*3P,1/2*3P,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1/2*3P,1/2*3P,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,O
O|1/2*3PBLH,1/2*3PBLH,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน ก่อนนอน,-,O
O|1/2*4,1/2*4,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,วันละ 4 ครั้ง เช้า กลางวัน เย็น ก่อนนอน,-,O
O|1/2*4P,1/2*4P,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน,O
O|1/2*DOC,1/2*DOC,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ตามแพทย์สั่ง,-,O
O|1/2*H,1/2*H,รับประทานครั้งละ 1/2 (ครึ่ง) ช้อนชา,ก่อนนอน,-,O
O|1/2*H,1/2*H,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ก่อนนอน,-,O
O|1/2*PRN,1/2*PRN,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,-,-,O
O|1/2*Q12,1/2*Q12,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ทุก 12 ชั่วโมง,-,O
O|1/2*Q6,1/2*Q6,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ทุก 6 ชั่วโมง,-,O
O|1/2*Q8,1/2*Q8,รับประทานครั้งละ 1/2 (ครึ่ง) เม็ด,ทุก 8 ชั่วโมง,-,O
O|1/4*1A,1/4*1A,รับประทานครั้งละ 1/4 (หนึ่งในสี่) เม็ด,ก่อนอาหาร เช้า,-,O
O|1/4*1A1/2,1/4*1A1/2,รับประทานครั้งละ 1/4 (หนึ่งในสี่) เม็ด,ก่อนอาหาร ครึ่งชม.เช้า,-,O
O|1/4*1AD,1/4*1AD,รับประทานครั้งละ 1/4 (หนึ่งในสี่) เม็ด,ก่อนอาหาร เย็น,-,O
O|1/4*1H,1/4*1H,รับประทานครั้งละ 1/4 (หนึ่งในสี่) เม็ด,ก่อนนอน,-,O
